13,9,6,165.002,IncidenceSINRdB,0.260602,91.9449,0
14,9,6,170,IncidenceSINRdB,0.229232,92.1931,0
14,9,6,175.002,IncidenceSINRdB,0.229232,92.1931,0
15,9,6,180,IncidenceSINRdB,0.197396,92.4113,0
15,9,6,185.002,IncidenceSINRdB,0.197396,92.4113,0
16,9,6,190,IncidenceSINRdB,0.165149,92.5984,0
16,9,6,195.002,IncidenceSINRdB,0.165149,92.5984,0
17,9,6,200,IncidenceSINRdB,0.132552,92.7531,0
17,9,6,205.002,IncidenceSINRdB,0.132552,92.7531,0
18,9,6,210,IncidenceSINRdB,0.0996687,92.8745,0
18,9,6,215.002,IncidenceSINRdB,0.0996687,92.8745,0
19,9,6,220,IncidenceSINRdB,0.0665682,92.9617,0
19,9,6,225.002,IncidenceSINRdB,0.0665682,92.9617,0
20,9,6,230,IncidenceSINRdB,0.033321,93.0143,0
20,9,6,235.002,IncidenceSINRdB,0.033321,93.0143,0
21,9,6,240,IncidenceSINRdB,0,93.0319,0
21,9,6,245.002,IncidenceSINRdB,0,93.0319,0
22,9,6,250,IncidenceSINRdB,0.033321,93.0143,0
22,9,6,255.002,IncidenceSINRdB,0.033321,93.0143,0
23,9,6,260,IncidenceSINRdB,0.0665682,92.9617,0
23,9,6,265.002,IncidenceSINRdB,0.0665682,92.9617,0
24,9,6,270,IncidenceSINRdB,0.0996687,92.8745,0
24,9,6,275.002,IncidenceSINRdB,0.0996687,92.8745,0
25,9,6,280,IncidenceSINRdB,0.132552,92.7531,0
25,9,6,285.002,IncidenceSINRdB,0.132552,92.7531,0
26,9,6,290,IncidenceSINRdB,0.165149,92.5984,0
26,9,6,295.002,IncidenceSINRdB,0.165149,92.5984,0
27,9,6,300,IncidenceSINRdB,0.197396,92.4113,0
27,9,6,305.002,IncidenceSINRdB,0.197396,92.4113,0
28,9,6,310,IncidenceSINRdB,0.229232,92.1931,0
28,9,6,315.002,IncidenceSINRdB,0.229232,92.1931,0
29,9,6,320,IncidenceSINRdB,0.260602,91.9449,0
29,9,6,325.002,IncidenceSINRdB,0.260602,91.9449,0
30,9,6,330,IncidenceSINRdB,0.291457,91.6683,0
30,9,6,335.002,IncidenceSINRdB,0.291457,91.6683,0
31,9,6,340,IncidenceSINRdB,0.321751,91.3647,0
31,9,6,345.002,IncidenceSINRdB,0.321751,91.3647,0
32,9,6,350,IncidenceSINRdB,0.351445,91.0358,0
32,9,6,355.002,IncidenceSINRdB,0.351445,91.0358,0
33,9,6,360,IncidenceSINRdB,0.380506,90.6833,0
33,9,6,365.002,IncidenceSINRdB,0.380506,90.6833,0
34,9,6,370,IncidenceSINRdB,0.408908,90.3088,0
34,9,6,375.002,IncidenceSINRdB,0.408908,90.3088,0
35,9,6,380,IncidenceSINRdB,0.436627,89.914,0
35,9,6,385.002,IncidenceSINRdB,0.436627,89.914,0
36,9,6,390,IncidenceSINRdB,0.463648,89.5007,0
36,9,6,395.002,IncidenceSINRdB,0.463648,89.5007,0
37,9,6,400,IncidenceSINRdB,0.489957,89.0705,0
37,9,6,405.002,IncidenceSINRdB,0.489957,89.0705,0
38,9,6,410,IncidenceSINRdB,0.515549,88.625,0
38,9,6,415.002,IncidenceSINRdB,0.515549,88.625,0
39,9,6,420,IncidenceSINRdB,0.54042,88.1658,0
39,9,6,425.002,IncidenceSINRdB,0.54042,88.1658,0
40,9,6,430,IncidenceSINRdB,0.564569,87.6944,0
40,9,6,435.002,IncidenceSINRdB,0.564569,87.6944,0
41,9,6,440,IncidenceSINRdB,0.588003,87.2123,0
41,9,6,445.002,IncidenceSINRdB,0.588003,87.2123,0
42,9,6,450,IncidenceSINRdB,0.610726,86.7208,0
42,9,6,455.002,IncidenceSINRdB,0.610726,86.7208,0
